"Date","Time","Open","High","Low","Close","Volume","MACD","MACDAvg","MACDDiff","RSI","SlowK","SlowD","FastAvg","SlowAvg","DistF","DistS","FGS","FLS","OpenBar"
07/31/2007,17:00,133.49,141.00,132.54,140.93,4065061,-3.480211,-3.401963,-0.078247,54.26,39.09,31.89,131.7290,135.1884,9.2010,5.7416,0,3,1
08/31/2007,17:00,140.66,141.49,131.51,136.92,4610335,-3.079619,-3.337494,0.257875,50.50,47.81,38.70,132.2800,135.6260,4.6400,1.2940,0,4,1
09/28/2007,17:00,136.78,147.92,136.36,145.82,4449442,-2.020698,-3.074135,1.053437,57.53,60.76,49.22,133.4770,136.2192,12.3430,9.6008,0,5,0
10/31/2007,17:00,145.91,160.87,142.51,160.12,5527130,-0.027291,-2.464766,2.437476,65.90,75.51,61.36,136.3780,137.0806,23.7420,23.0394,0,6,1
11/30/2007,17:00,160.74,166.14,155.30,155.56,6298283,1.171046,-1.737604,2.908650,61.72,84.62,73.63,139.2470,137.9028,16.3130,17.6572,1,0,1
12/31/2007,17:00,155.64,164.49,152.67,162.55,4298929,2.654175,-0.859248,3.513423,65.35,88.80,82.98,142.4970,138.8694,20.0530,23.6806,2,0,1
01/31/2008,17:00,162.62,166.66,152.55,158.88,5288732,3.493161,0.011234,3.481927,62.03,84.22,85.88,145.2190,139.7166,13.6610,19.1634,3,0,1
02/29/2008,17:00,158.49,170.23,153.37,169.02,5062963,4.919566,0.992900,3.926666,67.02,91.21,88.08,149.0960,140.7230,19.9240,28.2970,4,0,1
03/31/2008,17:00,168.81,178.98,166.05,170.21,6113972,6.075986,2.009517,4.066469,67.56,88.28,87.90,153.3660,141.7174,16.8440,28.4926,5,0,1
04/30/2008,17:00,170.20,189.09,168.18,182.62,5657015,7.902742,3.188162,4.714580,72.59,90.29,89.93,158.2630,142.8710,24.3570,39.7490,6,0,1
05/30/2008,17:00,183.76,204.58,179.46,196.84,6727111,10.378261,4.626182,5.752079,76.99,88.43,89.00,163.8540,144.3050,32.9860,52.5350,7,0,1
06/30/2008,17:00,197.12,212.67,191.10,209.00,6269714,13.169527,6.334851,6.834676,79.96,92.28,90.33,171.0620,145.9436,37.9380,63.0564,8,0,1
07/31/2008,17:00,209.18,216.27,188.83,192.49,5919061,13.889300,7.845741,6.043559,67.28,86.24,88.98,175.7290,147.1996,16.7610,45.2904,9,0,1
08/29/2008,17:00,192.47,197.01,179.75,183.85,5364388,13.605711,8.997735,4.607976,61.76,77.08,85.20,178.1020,148.3680,5.7480,35.4820,10,0,1
09/30/2008,17:00,179.63,179.89,158.90,165.10,5789867,11.732748,9.544738,2.188011,51.83,58.46,73.93,179.0560,148.9922,13.9560,16.1078,11,0,1
10/31/2008,17:00,170.59,171.57,129.75,136.26,5681608,7.830994,9.201989,-1.370995,40.92,36.10,57.21,176.4270,149.0568,40.1670,12.7968,12,0,1
11/28/2008,17:00,135.82,140.22,116.33,122.51,4482709,3.587956,8.079182,-4.491226,36.93,17.06,37.21,172.7900,148.6852,50.2800,26.1752,13,0,0
12/31/2008,17:00,122.70,122.70,98.66,108.13,4310005,-0.924372,6.278472,-7.202844,33.28,7.29,20.15,166.7010,147.9688,58.5710,39.8388,14,0,1
01/30/2009,17:00,107.25,114.00,94.72,97.36,5487988,-5.308283,3.961121,-9.269404,30.82,5.39,9.92,159.4160,147.0822,62.0560,49.7222,15,0,1
02/27/2009,17:00,97.36,98.29,89.16,97.51,5278948,-8.670512,1.434794,-10.105306,30.90,5.59,6.09,150.9050,146.3314,53.3950,48.8214,16,0,0
03/31/2009,17:00,97.09,106.65,92.22,101.65,4936865,-10.875672,-1.027299,-9.848373,33.10,6.25,5.74,141.3860,145.6184,39.7360,43.9684,0,1,1
04/30/2009,17:00,101.65,105.89,96.59,100.99,4559329,-12.532071,-3.328254,-9.203818,32.92,8.57,6.80,130.5850,144.7808,29.5950,43.7908,0,2,1
05/29/2009,17:00,100.99,115.88,100.30,115.55,4577261,-12.525523,-5.167707,-7.357815,40.60,13.30,9.37,122.8910,144.1864,7.3410,28.6364,0,3,1
06/30/2009,17:00,115.55,122.47,114.19,118.59,5390812,-12.135144,-6.561195,-5.573949,42.09,17.74,13.20,116.3650,143.7886,2.2250,25.1986,0,4,1
07/31/2009,17:00,118.59,120.55,107.02,117.07,5752498,-11.812253,-7.611407,-4.200847,41.53,21.96,17.67,111.5620,143.3758,5.5080,26.3058,0,5,1
08/31/2009,17:00,116.92,120.87,112.85,115.87,5594472,-11.520390,-8.393203,-3.127187,41.06,22.04,20.58,109.5230,142.8308,6.3470,26.9608,0,6,1
09/30/2009,17:00,115.87,119.07,110.51,116.07,5406326,-11.144482,-8.943459,-2.201023,41.18,22.52,22.17,108.8790,142.2458,7.1910,26.1758,0,7,1
10/30/2009,17:00,116.07,126.96,113.51,121.97,6686029,-10.252308,-9.205229,-1.047079,44.71,26.54,23.70,110.2630,141.6028,11.7070,19.6328,0,8,1
11/30/2009,17:00,121.99,126.03,116.84,121.73,5903866,-9.455622,-9.255307,-0.200315,44.59,32.84,27.30,112.7000,141.0220,9.0300,19.2920,0,9,1
12/31/2009,17:00,121.80,123.49,113.04,122.38,5532076,-8.671829,-9.138612,0.466782,45.01,43.98,34.45,115.1870,140.5538,7.1930,18.1738,0,10,1
01/29/2010,17:00,122.65,126.97,115.12,115.58,5799014,-8.501373,-9.011164,0.509791,41.47,53.84,43.55,116.5800,140.0442,1.0000,24.4642,0,11,1
02/26/2010,17:00,115.58,123.11,112.19,121.99,6900661,-7.759603,-8.760852,1.001249,45.80,72.99,56.94,118.6800,139.6126,3.3100,17.6226,0,12,0
03/31/2010,17:00,121.99,125.84,120.39,125.75,7013380,-6.790073,-8.366696,1.576623,48.22,84.49,70.44,119.7000,139.1030,6.0500,13.3530,0,13,1
04/30/2010,17:00,125.75,129.08,121.85,126.71,7854674,-5.876509,-7.868659,1.992150,48.84,92.38,83.29,120.5120,138.7880,6.1980,12.0780,0,14,1
05/31/2010,17:00,126.76,127.71,104.42,111.24,8794637,-6.327859,-7.560499,1.232640,40.35,80.00,85.63,119.9290,138.0796,8.6890,26.8396,0,15,1
06/30/2010,17:00,111.24,116.13,106.78,111.82,7691389,-6.563101,-7.361019,0.797919,40.77,61.82,78.07,119.5240,137.3112,7.7040,25.4912,0,16,1
07/30/2010,17:00,111.82,115.51,107.28,114.77,6533878,-6.437286,-7.176272,0.738987,42.95,42.50,61.44,119.3940,136.6212,4.6240,21.8512,0,17,1
08/31/2010,17:00,114.77,118.79,106.22,107.38,7184119,-6.854869,-7.111992,0.257123,39.07,31.79,45.37,117.9350,135.7408,10.5550,28.3608,0,18,1
09/30/2010,17:00,107.38,114.38,107.13,114.17,7253201,-6.562265,-7.002047,0.439781,44.07,31.17,35.15,117.1790,135.0360,3.0090,20.8660,0,19,1
10/29/2010,17:00,114.17,118.63,113.32,114.91,7153402,-6.199202,-6.841478,0.642276,44.60,31.36,31.44,116.4320,134.4294,1.5220,19.5194,0,20,1
11/30/2010,17:00,114.91,122.11,113.16,116.99,7256146,-5.678179,-6.608818,0.930639,46.15,44.35,35.63,116.5730,134.0244,0.4170,17.0344,0,21,1
12/31/2010,17:00,116.99,124.24,116.51,123.56,5740196,-4.681158,-6.223286,1.542128,50.84,57.04,44.25,116.7300,133.8674,6.8300,10.3074,0,22,1
01/31/2011,17:00,123.49,124.76,116.36,123.44,7558122,-3.856243,-5.749877,1.893634,50.75,68.57,56.65,116.4990,133.6592,6.9410,10.2192,0,23,1
02/28/2011,17:00,123.44,131.15,115.10,124.71,6918082,-3.064686,-5.212839,2.148153,51.70,76.86,67.49,116.2990,133.5312,8.4110,8.8212,0,24,0
03/31/2011,17:00,124.71,134.69,123.96,133.68,7290063,-1.694039,-4.509079,2.815040,57.83,83.97,76.47,118.5430,133.6674,15.1370,0.0126,0,25,1
04/29/2011,17:00,133.68,140.58,132.27,140.33,6056165,-0.070381,-3.621340,3.550959,61.71,91.73,84.19,121.3940,133.8730,18.9360,6.4570,0,26,1
05/31/2011,17:00,140.29,141.23,121.03,128.64,8125668,0.269982,-2.843075,3.113057,52.55,86.58,87.43,122.7810,133.8126,5.8590,5.1726,0,27,1
06/30/2011,17:00,128.64,129.25,115.16,120.97,7753438,-0.078280,-2.290116,2.211836,47.57,69.85,82.72,124.1400,133.6270,3.1700,12.6570,0,28,1
07/29/2011,17:00,120.97,125.85,119.00,120.93,5869430,-0.353434,-1.902780,1.549346,47.54,51.07,69.17,124.8160,133.4954,3.8860,12.5654,0,29,1
08/31/2011,17:00,121.43,123.83,100.94,113.91,8867402,-1.124982,-1.747220,0.622238,43.19,39.45,53.46,124.7160,133.1006,10.8060,19.1906,0,30,1
09/30/2011,17:00,113.91,115.62,101.99,104.08,6838706,-2.500811,-1.897938,-0.602873,37.96,26.66,39.06,123.4250,132.3636,19.3450,28.2836,0,31,1
10/31/2011,17:00,103.80,119.34,99.83,117.88,7178004,-2.449386,-2.008228,-0.441158,47.57,28.00,31.37,122.8570,131.9828,4.9770,14.1028,0,32,1
11/30/2011,17:00,117.88,128.05,113.86,125.04,6772818,-1.810014,-1.968585,0.158571,51.74,37.70,30.79,123.0170,131.5672,2.0230,6.5272,0,33,1
12/30/2011,17:00,125.04,127.12,117.20,123.29,5005437,-1.428056,-1.860479,0.432423,50.68,53.72,39.81,122.8750,130.8306,0.4150,7.5406,0,34,1
01/31/2012,17:00,124.16,128.20,121.69,122.77,5863085,-1.154008,-1.719185,0.565177,50.35,57.66,49.69,121.7840,130.1748,0.9860,7.4048,0,35,1
02/29/2012,17:00,122.77,133.88,119.73,131.00,5837415,-0.269623,-1.429273,1.159649,55.32,62.46,57.94,120.8510,129.5438,10.1490,1.4562,0,36,1
03/30/2012,17:00,131.00,134.48,125.54,126.43,6155127,0.061785,-1.131061,1.192846,52.19,64.98,61.70,120.6300,128.8948,5.8000,2.4648,0,37,1
04/30/2012,17:00,126.68,128.90,124.09,127.83,4847200,0.432413,-0.818366,1.250779,53.07,69.06,65.50,121.3160,128.0710,6.5140,0.2410,0,38,1
05/31/2012,17:00,127.83,129.39,108.50,109.17,6113023,-0.770685,-0.808830,0.038145,42.03,51.48,61.84,120.1400,126.8502,10.9700,17.6802,0,39,1
06/29/2012,17:00,109.17,109.67,99.59,107.27,6492550,-1.856066,-1.018277,-0.837789,41.09,36.18,52.24,119.4760,125.3432,12.2060,18.0732,0,40,1
07/31/2012,17:00,106.96,115.26,104.41,110.07,5682049,-2.461923,-1.307006,-1.154917,43.11,23.32,36.99,120.0750,123.6078,10.0050,13.5378,0,41,1
08/31/2012,17:00,110.04,119.99,108.93,118.17,5357589,-2.262387,-1.498083,-0.764305,48.58,32.97,30.82,120.1040,121.7912,1.9340,3.6212,0,42,1
09/28/2012,17:00,118.08,122.12,110.32,113.56,4818103,-2.448023,-1.688071,-0.759952,45.88,41.11,32.47,118.9560,120.2126,5.3960,6.6526,0,43,0
10/31/2012,17:00,113.52,115.03,105.60,107.18,5697538,-3.074512,-1.965359,-1.109153,42.36,38.35,37.48,117.3450,118.6792,10.1650,11.4992,0,44,1
11/30/2012,17:00,107.04,110.31,104.99,109.42,5504649,-3.351625,-2.242612,-1.109013,43.98,29.99,36.48,116.0100,117.5656,6.5900,8.1456,0,45,1
12/31/2012,17:00,109.36,112.03,105.72,111.86,3889692,-3.335896,-2.461269,-0.874628,45.78,28.37,32.23,114.0960,117.0776,2.2360,5.2176,0,46,1
01/31/2013,17:00,111.82,117.83,111.56,117.08,4665099,-2.869148,-2.542845,-0.326303,49.50,37.82,32.06,113.1610,116.9690,3.9190,0.1110,0,47,1
02/28/2013,17:00,117.01,117.74,110.61,111.09,4542334,-2.948599,-2.623996,-0.324604,45.63,39.42,35.20,111.4870,117.0282,0.3970,5.9382,0,48,0
03/29/2013,17:00,110.80,116.02,108.37,115.90,4513051,-2.593542,-2.617905,0.024363,49.07,43.28,40.17,112.1600,117.3990,3.7400,1.4990,0,49,1
04/30/2013,17:00,116.03,116.47,104.28,111.84,5769832,-2.609681,-2.616260,0.006579,46.40,38.27,40.32,112.6170,117.6856,0.7770,5.8456,0,50,1
05/31/2013,17:00,111.46,115.55,108.49,110.06,6240706,-2.734581,-2.639924,-0.094656,45.24,39.19,40.25,112.6160,117.8538,2.5560,7.7938,0,51,1
06/28/2013,17:00,109.82,117.03,109.35,114.38,5406046,-2.456657,-2.603271,0.146613,48.60,39.70,39.05,112.2370,118.1216,2.1430,3.7416,0,52,0
07/31/2013,17:00,114.40,126.88,113.89,122.98,5891514,-1.524875,-2.387592,0.862716,54.59,55.99,44.96,113.1790,118.2702,9.8010,4.7098,0,53,1
08/30/2013,17:00,123.21,130.33,120.17,125.74,5742965,-0.557298,-2.021533,1.464235,56.34,71.73,55.81,115.0350,118.4132,10.7050,7.3268,0,54,1
09/30/2013,17:00,125.16,128.79,119.74,121.02,4971359,-0.169398,-1.651106,1.481708,52.60,77.58,68.43,116.1950,118.4922,4.8250,2.5278,0,55,1
10/31/2013,17:00,121.00,123.07,114.44,114.87,5747626,-0.354156,-1.391716,1.037560,48.11,62.43,70.58,116.4960,118.4722,1.6260,3.6022,0,56,1
11/29/2013,17:00,114.81,115.14,109.61,110.56,4808740,-0.838691,-1.281111,0.442420,45.20,43.01,61.01,115.8440,118.3620,5.2840,7.8020,0,57,1
12/31/2013,17:00,110.55,118.30,110.40,115.97,3955522,-0.777187,-1.180326,0.403139,49.34,36.55,47.33,116.3320,118.2420,0.3620,2.2720,0,58,1
01/31/2014,17:00,116.05,116.52,108.79,114.90,4779520,-0.805500,-1.105361,0.299861,48.56,36.58,38.71,116.2320,118.1054,1.3320,3.2054,0,59,1
02/28/2014,17:00,114.81,121.19,113.67,120.33,4223014,-0.385341,-0.961357,0.576016,52.66,49.09,40.74,117.0810,118.0644,3.2490,2.2656,0,60,0
03/31/2014,17:00,120.74,122.96,115.11,120.14,4970878,-0.066921,-0.782470,0.715549,52.50,54.42,46.70,118.0890,118.1556,2.0510,1.9844,0,61,1
04/30/2014,17:00,120.09,123.55,117.42,119.23,5063065,0.110723,-0.603831,0.714554,51.70,59.96,54.49,118.5740,118.1004,0.6560,1.1296,1,0,1
05/30/2014,17:00,119.21,124.36,118.23,122.57,4674548,0.515079,-0.380049,0.895128,54.44,62.83,59.07,118.5330,118.0368,4.0370,4.5332,2,0,1
06/30/2014,17:00,122.78,127.85,121.46,125.72,4501477,1.077295,-0.088580,1.165875,56.92,68.26,63.68,118.5310,118.0170,7.1890,7.7030,3,0,1
07/31/2014,17:00,125.79,126.44,119.13,119.70,5577257,1.025273,0.134190,0.891083,51.19,66.87,65.99,118.3990,118.1862,1.3010,1.5138,4,0,1
08/29/2014,17:00,119.23,120.20,116.06,119.52,4961960,0.958472,0.299047,0.659425,51.02,59.87,65.00,118.8640,118.3402,0.6560,1.1798,5,0,1
09/30/2014,17:00,119.32,119.68,113.99,115.94,5917904,0.609628,0.361163,0.248465,47.71,44.55,57.10,119.4020,118.3636,3.4620,2.4236,6,0,1
10/31/2014,17:00,116.14,117.74,104.56,106.07,7709275,-0.457981,0.197334,-0.655315,40.01,28.81,44.41,118.4120,118.3374,12.3420,12.2674,7,0,1
11/28/2014,17:00,106.12,106.51,91.20,91.66,6294247,-2.438723,-0.329877,-2.108845,31.92,11.07,28.14,116.0880,117.8872,24.4280,26.2272,0,1,0
12/31/2014,17:00,91.51,95.05,77.62,78.45,7255677,-5.016584,-1.267219,-3.749365,26.60,2.52,14.13,111.9000,117.1580,33.4500,38.7080,0,2,1
01/30/2015,17:00,78.94,80.29,68.28,72.94,7928616,-7.418650,-2.497505,-4.921145,24.75,4.06,5.88,107.1800,116.2770,34.2400,43.3370,0,3,1
02/27/2015,17:00,72.29,78.94,71.37,73.78,9227559,-9.149060,-3.827816,-5.321244,25.60,6.49,4.36,102.6350,115.2814,28.8550,41.5014,0,4,0
03/31/2015,17:00,73.47,76.42,66.05,69.63,8315352,-10.731585,-5.208570,-5.523015,24.15,7.59,6.05,97.3410,114.2052,27.7110,44.5752,0,5,1
04/30/2015,17:00,69.58,80.48,69.08,80.26,8259708,-11.001181,-6.367092,-4.634089,34.41,12.71,8.93,92.7950,113.3162,12.5350,33.0562,0,6,1
05/29/2015,17:00,80.42,83.21,76.18,79.97,6780809,-11.110167,-7.315707,-3.794460,34.27,17.10,12.47,88.8220,112.2420,8.8520,32.2720,0,7,1
06/30/2015,17:00,79.96,81.49,76.50,78.73,6940741,-11.167860,-8.086138,-3.081723,33.66,22.01,17.28,84.7430,111.0100,6.0130,32.2800,0,8,1
07/31/2015,17:00,78.24,78.24,65.62,66.06,7589853,-12.096505,-8.888211,-3.208294,28.12,14.55,17.89,79.7550,109.7584,13.6950,43.6984,0,9,1
08/31/2015,17:00,65.80,67.73,56.15,67.60,8992785,-12.563375,-9.623244,-2.940131,29.63,12.64,16.40,75.9080,108.6910,8.3080,41.0910,0,10,1
09/30/2015,17:00,66.50,67.27,61.61,63.19,8595815,-13.137779,-10.326151,-2.811628,27.83,9.63,12.28,73.0610,107.5362,9.8710,44.3462,0,11,1
10/30/2015,17:00,63.48,69.02,60.13,64.14,8984123,-13.362308,-10.933382,-2.428926,28.83,13.38,11.89,71.6300,106.5408,7.4900,42.4008,0,12,1
11/30/2015,17:00,63.98,65.91,56.91,58.15,8653958,-13.863780,-11.519462,-2.344318,26.34,9.00,10.67,70.1510,105.6222,12.0010,47.4722,0,13,1
12/31/2015,17:00,58.23,58.73,50.62,52.31,9331661,-14.564547,-12.128479,-2.436068,24.14,6.45,9.61,68.0040,104.3108,15.6940,52.0008,0,14,1
01/29/2016,17:00,52.87,53.66,41.86,47.92,11588706,-15.297804,-12.762344,-2.535460,22.61,5.71,7.06,65.8330,102.7684,17.9130,54.8484,0,15,1
02/29/2016,17:00,48.13,48.48,40.35,45.89,12354011,-15.859896,-13.381854,-2.478041,21.92,8.75,6.97,62.3960,101.2204,16.5060,55.3304,0,16,1
03/31/2016,17:00,46.04,53.17,45.51,49.02,11858812,-15.869855,-13.879454,-1.990400,25.69,14.59,9.68,59.3010,99.7454,10.2810,50.7254,0,17,1
04/29/2016,17:00,48.82,56.11,45.92,55.25,13233900,-15.199824,-14.143528,-1.056296,32.65,22.64,15.33,56.9530,98.2304,1.7030,42.9804,0,18,1
05/31/2016,17:00,55.23,58.86,52.36,57.75,12367254,-14.302224,-14.175268,-0.126957,35.27,31.86,23.03,56.1220,96.8568,1.6280,39.1068,0,19,1
06/30/2016,17:00,57.47,60.32,53.95,56.45,11377127,-13.539692,-14.048152,0.508461,34.52,37.64,30.71,55.0070,95.4292,1.4430,38.9792,0,20,1
07/29/2016,17:00,56.50,57.47,47.99,49.02,10301910,-13.380674,-13.914657,0.533983,30.52,33.24,34.25,53.5900,94.2262,4.5700,45.2062,0,21,1
08/31/2016,17:00,48.77,56.05,46.61,51.39,12673757,-12.914541,-13.714634,0.800092,33.18,29.38,33.42,52.3150,93.1086,0.9250,41.7186,0,22,1
09/30/2016,17:00,51.54,54.44,49.14,54.32,13584397,-12.168431,-13.405393,1.236962,36.42,31.27,31.30,51.9320,91.9936,2.3880,37.6736,0,23,1
10/31/2016,17:00,54.12,57.87,52.28,52.51,12010092,-11.589588,-13.042232,1.452644,35.28,39.03,33.23,51.9520,90.6804,0.5580,38.1704,0,24,1
11/30/2016,17:00,52.42,55.02,47.85,54.56,14795836,-10.840470,-12.601880,1.761409,37.66,46.90,39.07,52.6160,89.5004,1.9440,34.9404,0,25,1
12/30/2016,17:00,54.19,59.63,54.10,57.77,11507601,-9.873949,-12.056294,2.182345,41.30,52.82,46.25,53.8040,88.5122,3.9660,30.7422,0,26,1
01/31/2017,17:00,58.25,59.29,54.76,56.08,11460591,-9.138993,-11.472834,2.333840,39.98,63.83,54.52,54.5100,87.4454,1.5700,31.3654,0,27,1
02/28/2017,17:00,56.03,57.91,54.49,56.89,10041698,-8.394410,-10.857149,2.462739,40.96,75.86,64.17,54.6740,86.3460,2.2160,29.4560,0,28,0
03/31/2017,17:00,56.83,57.32,49.40,52.99,13785722,-8.026495,-10.291018,2.264523,37.77,74.96,71.55,54.1980,85.0642,1.2080,32.0742,0,29,1
04/28/2017,17:00,53.08,56.15,50.13,51.26,11239361,-7.784779,-9.789770,2.004991,36.42,63.80,71.54,53.6790,83.8676,2.4190,32.6076,0,30,0
05/31/2017,17:00,51.10,53.59,45.69,49.91,15618100,-7.614377,-9.354692,1.740315,35.35,45.76,61.51,53.7680,82.5478,3.8580,32.6378,0,31,1
06/30/2017,17:00,50.22,50.76,43.42,47.41,16772383,-7.593527,-9.002459,1.408931,33.40,30.13,46.56,53.3700,81.2592,5.9600,33.8492,0,32,1
07/31/2017,17:00,47.65,51.57,45.02,51.33,16376524,-7.177950,-8.637557,1.459607,39.07,33.29,36.39,53.0710,80.0846,1.7410,28.7546,0,33,1
08/31/2017,17:00,51.37,51.59,46.59,48.24,19180873,-7.017051,-8.313456,1.296405,36.44,33.43,32.28,52.6440,78.7618,4.4040,30.5218,0,34,1
09/29/2017,17:00,48.09,53.32,47.57,52.13,13778403,-6.500711,-7.950907,1.450196,41.76,43.47,36.73,52.4010,77.3448,0.2710,25.2148,0,35,1
10/31/2017,17:00,52.10,55.08,49.56,54.61,13534121,-5.824254,-7.525576,1.701323,44.92,50.83,42.58,52.0850,75.9222,2.5250,21.3122,0,36,1
11/30/2017,17:00,54.88,59.09,54.12,57.44,13651213,-5.002138,-7.020888,2.018751,48.37,69.75,54.69,52.2210,74.6506,5.2190,17.2106,0,37,1
12/29/2017,17:00,57.46,60.51,55.86,60.42,10200062,-4.063304,-6.429372,2.366067,51.79,85.26,68.61,52.5740,73.5616,7.8460,13.1416,0,38,1
