"Date","Time","Open","High","Low","Close","Volume","MACD","MACDAvg","MACDDiff","RSI","SlowK","SlowD","FastAvg","SlowAvg","DistF","DistS","FGS","FLS","OpenBar"
12/06/2002,17:00,104.20,105.01,104.01,104.23,24899,0.224749,0.504455,-0.279706,54.73,40.99,29.43,104.1930,101.6162,0.0370,2.6138,32,0,0
12/13/2002,17:00,104.40,105.91,104.20,105.74,28755,0.336971,0.470958,-0.133987,60.73,49.69,39.92,104.1480,101.8050,1.5920,3.9350,33,0,0
12/20/2002,17:00,105.92,108.56,105.91,107.97,26896,0.598946,0.496556,0.102390,67.56,67.17,52.62,104.3510,102.0142,3.6190,5.9558,34,0,0
12/27/2002,17:00,108.08,110.40,108.08,110.39,14757,0.990420,0.595328,0.395092,73.05,87.39,68.08,104.7730,102.2978,5.6170,8.0922,35,0,0
01/03/2003,17:00,109.07,110.75,108.30,110.75,21868,1.314561,0.739175,0.575386,73.76,97.61,84.06,105.5010,102.6322,5.2490,8.1178,36,0,0
01/10/2003,17:00,110.75,111.00,107.88,109.35,38598,1.441857,0.879711,0.562145,66.42,93.98,93.00,106.0810,102.9120,3.2690,6.4380,37,0,0
01/17/2003,17:00,108.97,111.58,108.87,111.58,28576,1.703050,1.044379,0.658671,71.32,94.26,95.29,107.0190,103.2286,4.5610,8.3514,38,0,0
01/24/2003,17:00,111.32,112.58,110.85,112.37,25187,1.951300,1.225763,0.725537,72.83,93.92,94.06,108.0630,103.5634,4.3070,8.8066,39,0,0
01/31/2003,17:00,112.43,112.97,111.38,112.60,29747,2.141909,1.408992,0.732917,73.27,98.22,95.47,108.9170,103.8790,3.6830,8.7210,40,0,0
02/07/2003,17:00,112.42,114.21,111.64,114.21,25004,2.395270,1.606248,0.789022,76.19,98.35,96.83,109.9190,104.2402,4.2910,9.9698,41,0,0
02/14/2003,17:00,113.99,115.89,113.43,115.89,21942,2.700493,1.825097,0.875396,78.79,99.04,98.54,111.0850,104.6084,4.8050,11.2816,42,0,0
02/21/2003,17:00,115.58,116.30,115.00,115.88,15740,2.908055,2.041689,0.866367,78.73,98.99,98.79,112.0990,104.9476,3.7810,10.9324,43,0,0
02/28/2003,17:00,115.77,119.04,115.77,116.90,34684,3.118902,2.257131,0.861771,80.25,94.24,97.42,112.9920,105.2938,3.9080,11.6062,44,0,0
03/07/2003,17:00,116.75,118.08,115.88,118.08,22350,3.342684,2.474242,0.868442,81.86,92.19,95.14,113.7610,105.6568,4.3190,12.4232,45,0,0
03/14/2003,17:00,118.08,118.50,114.52,115.68,24055,3.288465,2.637087,0.651379,69.44,85.82,90.75,114.2540,105.9436,1.4260,9.7364,46,0,0
03/21/2003,17:00,116.28,117.25,107.70,107.70,38128,2.571930,2.624055,-0.052125,45.00,63.58,80.53,114.0890,106.0728,6.3890,1.6272,47,0,0
03/28/2003,17:00,108.16,111.84,108.00,110.95,35403,2.240491,2.547342,-0.306851,52.35,42.02,63.81,114.0260,106.3218,3.0760,4.6282,48,0,0
04/04/2003,17:00,111.03,112.11,108.45,109.41,33275,1.832435,2.404361,-0.571926,49.01,18.85,41.49,113.7300,106.4818,4.3200,2.9282,49,0,0
04/11/2003,17:00,108.79,109.71,107.81,108.93,24585,1.453560,2.214201,-0.760641,47.98,18.20,26.36,113.3630,106.6202,4.4330,2.3098,50,0,0
04/18/2003,17:00,108.94,111.34,108.36,111.34,10146,1.332407,2.037842,-0.705435,53.28,19.34,18.80,113.0760,106.8166,1.7360,4.5234,51,0,0
04/25/2003,17:00,111.04,111.66,108.97,108.97,21138,1.033242,1.836922,-0.803680,48.09,18.05,18.53,112.3840,106.9382,3.4140,2.0318,52,0,0
05/02/2003,17:00,108.91,109.31,107.75,108.38,19936,0.740013,1.617540,-0.877527,46.87,16.43,17.94,111.6340,107.0442,3.2540,1.3358,53,0,0
05/09/2003,17:00,109.22,110.43,108.33,110.43,19527,0.665375,1.427107,-0.761732,51.49,13.76,16.08,110.9870,107.2180,0.5570,3.2120,54,0,0
05/16/2003,17:00,110.30,111.93,109.97,111.85,16837,0.712592,1.284204,-0.571612,54.44,22.22,17.47,110.3640,107.4316,1.4860,4.4184,55,0,0
05/23/2003,17:00,111.87,112.91,111.01,112.74,16434,0.812461,1.189856,-0.377394,56.24,35.04,23.67,110.0700,107.6742,2.6700,5.0658,56,0,0
05/30/2003,17:00,112.84,112.90,112.08,112.60,10608,0.870280,1.125940,-0.255661,55.87,41.42,32.89,110.5600,107.8902,2.0400,4.7098,57,0,0
06/06/2003,17:00,114.23,114.36,114.23,114.34,13954,1.044465,1.109645,-0.065180,59.48,49.52,41.99,110.8990,108.1492,3.4410,6.1908,58,0,0
06/13/2003,17:00,114.98,115.82,114.23,114.23,14693,1.160257,1.119768,0.040489,59.15,54.86,48.60,111.3810,108.3852,2.8490,5.8448,59,0,0
06/20/2003,17:00,114.08,114.76,111.98,113.06,13517,1.144422,1.124698,0.019723,55.62,59.49,54.62,111.7940,108.5990,1.2660,4.4610,60,0,0
06/27/2003,17:00,114.45,114.68,113.70,113.92,14707,1.187577,1.137274,0.050303,57.62,63.55,59.30,112.0520,108.8164,1.8680,5.1036,61,0,0
07/04/2003,17:00,115.04,115.32,114.97,115.06,17784,1.298795,1.169578,0.129217,60.18,73.34,65.46,112.6610,109.0494,2.3990,6.0106,62,0,0
07/11/2003,17:00,115.07,116.20,114.50,116.20,17013,1.462071,1.228077,0.233994,62.61,89.18,75.36,113.4430,109.3332,2.7570,6.8668,63,0,0
07/18/2003,17:00,116.26,116.57,115.95,116.37,10964,1.586893,1.299840,0.287053,62.98,96.21,86.24,114.0370,109.6144,2.3330,6.7556,64,0,0
07/25/2003,17:00,116.64,116.65,115.34,115.79,15437,1.620336,1.363939,0.256396,60.81,95.95,93.78,114.4310,109.8836,1.3590,5.9064,65,0,0
08/01/2003,17:00,115.59,117.93,115.30,117.93,17601,1.798784,1.450908,0.347876,65.53,96.20,96.12,114.9500,110.1462,2.9800,7.7838,66,0,0
08/08/2003,17:00,117.77,118.42,117.29,117.54,26787,1.886984,1.538123,0.348861,64.01,94.03,95.40,115.4440,110.3882,2.0960,7.1518,67,0,0
08/15/2003,17:00,117.76,117.78,116.34,116.67,13936,1.865181,1.603535,0.261646,60.65,90.84,93.69,115.6770,110.6058,0.9930,6.0642,68,0,0
08/22/2003,17:00,116.93,117.47,116.06,117.32,20167,1.878695,1.658567,0.220128,62.25,85.63,90.17,115.9860,110.8238,1.3340,6.4962,69,0,0
08/29/2003,17:00,117.42,117.68,116.64,117.05,15226,1.846335,1.696121,0.150214,61.14,81.08,85.85,116.3850,111.0324,0.6650,6.0176,70,0,0
09/05/2003,17:00,116.76,116.88,114.14,114.36,18376,1.585354,1.673967,-0.088614,51.32,67.82,78.17,116.4290,111.1914,2.0690,3.1686,71,0,0
09/12/2003,17:00,114.41,115.00,113.75,113.75,15960,1.314154,1.602004,-0.287851,49.38,47.72,65.54,116.2980,111.3242,2.5480,2.4258,72,0,0
09/19/2003,17:00,113.78,113.87,112.14,112.51,14481,0.987781,1.479160,-0.491378,45.62,24.22,46.59,115.9290,111.4506,3.4190,1.0594,73,0,0
09/26/2003,17:00,112.45,113.95,112.18,113.41,32411,0.792615,1.341851,-0.549236,48.68,18.63,30.19,115.6330,111.6000,2.2230,1.8100,74,0,0
10/03/2003,17:00,113.49,115.65,113.49,115.65,24624,0.809363,1.235353,-0.425990,55.40,27.95,23.60,115.6190,111.7896,0.0310,3.8604,75,0,0
10/10/2003,17:00,115.76,117.22,114.73,117.22,32780,0.938504,1.175983,-0.237480,59.42,52.34,32.97,115.5480,112.0646,1.6720,5.1554,76,0,0
10/17/2003,17:00,117.22,117.29,115.93,115.93,13910,0.926081,1.126003,-0.199922,55.03,65.71,48.66,115.3870,112.3122,0.5430,3.6178,77,0,0
10/24/2003,17:00,115.92,115.92,114.79,115.27,29397,0.853145,1.071431,-0.218286,52.88,63.69,60.58,115.2470,112.5736,0.0230,2.6964,78,0,0
10/31/2003,17:00,115.21,115.43,113.53,114.22,40664,0.702519,0.997649,-0.295130,49.57,47.77,59.06,114.9370,112.8194,0.7170,1.4006,79,0,0
11/07/2003,17:00,114.24,115.96,113.74,115.96,27161,0.715304,0.941180,-0.225876,54.64,47.93,53.13,114.8280,113.0574,1.1320,2.9026,80,0,0
11/14/2003,17:00,116.25,117.48,115.85,117.48,23239,0.838422,0.920628,-0.082206,58.57,61.76,52.49,115.1400,113.3232,2.3400,4.1568,81,0,0
11/21/2003,17:00,117.48,118.38,116.49,117.72,23773,0.944474,0.925397,0.019076,59.17,81.17,63.62,115.5370,113.5930,2.1830,4.1270,82,0,0
11/28/2003,17:00,117.58,117.58,115.86,116.52,18955,0.921072,0.924532,-0.003460,54.88,84.44,75.79,115.9380,113.8086,0.5820,2.7114,83,0,0
12/05/2003,17:00,116.37,117.49,115.77,116.84,35156,0.917769,0.923180,-0.005411,55.80,78.31,81.31,116.2810,113.9860,0.5590,2.8540,84,0,0
12/12/2003,17:00,116.77,119.15,116.74,119.15,25886,1.088995,0.956343,0.132652,61.85,82.56,81.77,116.6310,114.1612,2.5190,4.9888,85,0,0
12/19/2003,17:00,118.15,120.04,117.85,119.13,23813,1.209141,1.006902,0.202239,61.77,88.42,83.09,116.8220,114.3288,2.3080,4.8012,86,0,0
12/26/2003,17:00,119.01,119.10,117.99,118.97,9652,1.276729,1.060868,0.215862,61.10,91.30,87.43,117.1260,114.5212,1.8440,4.4488,87,0,0
01/02/2004,17:00,118.86,118.86,118.38,118.70,10158,1.293595,1.107413,0.186182,59.92,85.12,88.28,117.4690,114.6636,1.2310,4.0364,88,0,0
01/09/2004,17:00,118.51,120.78,118.38,120.42,40709,1.429275,1.171786,0.257490,64.61,87.21,87.88,118.0890,114.8246,2.3310,5.5954,89,0,0
01/16/2004,17:00,120.46,121.52,119.61,121.18,25176,1.579916,1.253412,0.326504,66.48,90.64,87.66,118.6110,114.9962,2.5690,6.1838,90,0,0
01/23/2004,17:00,121.03,122.64,121.03,122.38,30504,1.775662,1.357862,0.417800,69.24,96.06,91.30,119.1010,115.1596,3.2790,7.2204,91,0,0
01/30/2004,17:00,122.23,122.23,120.24,120.49,32018,1.758018,1.437893,0.320125,60.75,89.51,92.07,119.3780,115.2516,1.1120,5.2384,92,0,0
02/06/2004,17:00,120.64,122.49,119.92,119.92,28812,1.678691,1.486053,0.192638,58.43,81.08,88.88,119.7180,115.3324,0.2020,4.5876,93,0,0
02/13/2004,17:00,119.79,122.00,119.69,122.00,24948,1.763336,1.541509,0.221826,63.86,77.85,82.82,120.2340,115.4344,1.7660,6.5656,94,0,0
02/20/2004,17:00,121.92,123.44,121.77,123.04,12427,1.892520,1.611712,0.280809,66.24,83.96,80.97,120.6230,115.5336,2.4170,7.5064,95,0,0
02/27/2004,17:00,123.05,124.94,122.81,124.94,24198,2.123733,1.714116,0.409617,70.11,95.61,85.81,121.2040,115.7188,3.7360,9.2212,96,0,0
03/05/2004,17:00,124.94,126.04,124.46,126.04,22238,2.368430,1.844979,0.523452,72.10,98.52,92.70,121.9110,116.0856,4.1290,9.9544,97,0,0
03/12/2004,17:00,126.04,126.20,124.88,124.97,24895,2.447798,1.965543,0.482255,67.40,95.74,96.63,122.5380,116.3660,2.4320,8.6040,98,0,0
03/19/2004,17:00,124.93,127.03,124.63,126.86,21405,2.632854,2.099005,0.533849,71.00,95.16,96.48,123.1820,116.7150,3.6780,10.1450,99,0,0
03/26/2004,17:00,126.87,126.87,124.38,124.75,33968,2.579518,2.195108,0.384411,62.67,86.71,92.54,123.5390,117.0314,1.2110,7.7186,100,0,0
04/02/2004,17:00,124.70,125.79,122.77,123.41,44595,2.401440,2.236374,0.165066,58.02,77.41,86.42,123.6420,117.2728,0.2320,6.1372,101,0,0
04/09/2004,17:00,123.22,126.16,122.95,126.16,22961,2.453927,2.279885,0.174042,63.94,74.30,79.47,124.2090,117.6166,1.9510,8.5434,102,0,0
04/16/2004,17:00,126.26,126.95,125.46,126.76,22072,2.514947,2.326897,0.188050,65.09,80.74,77.48,124.8930,117.9842,1.8670,8.7758,103,0,0
04/23/2004,17:00,126.67,127.10,125.39,126.15,32414,2.485433,2.358604,0.126829,62.89,91.10,82.05,125.3080,118.2986,0.8420,7.8514,104,0,0
04/30/2004,17:00,126.44,127.52,126.34,127.07,32319,2.507376,2.388359,0.119018,64.82,92.63,88.16,125.7110,118.6030,1.3590,8.4670,105,0,0
05/07/2004,17:00,127.08,129.66,127.04,129.62,29742,2.699413,2.450570,0.248843,69.57,94.29,92.67,126.1790,118.9406,3.4410,10.6794,106,0,0
05/14/2004,17:00,129.53,131.14,127.97,131.07,38344,2.934776,2.547411,0.387365,71.89,98.09,95.00,126.6820,119.3100,4.3880,11.7600,107,0,0
05/21/2004,17:00,130.97,131.54,129.74,129.74,29503,2.979636,2.633856,0.345780,66.85,93.88,95.42,127.1590,119.6180,2.5810,10.1220,108,0,0
05/28/2004,17:00,129.81,131.64,128.87,129.69,43416,2.976838,2.702452,0.274385,66.66,87.30,93.09,127.4420,119.9272,2.2480,9.7628,109,0,0
06/04/2004,17:00,130.21,132.26,128.30,128.30,49376,2.829838,2.727929,0.101909,61.46,72.59,84.59,127.7970,120.2320,0.5030,8.0680,110,0,0
06/11/2004,17:00,128.25,128.95,126.56,128.26,35546,2.679228,2.718189,-0.038961,61.31,64.42,74.77,128.2820,120.5188,0.0220,7.7412,111,0,0
06/18/2004,17:00,128.08,128.64,126.86,128.56,22993,2.554627,2.685477,-0.130849,62.05,59.04,65.35,128.5220,120.7888,0.0380,7.7712,112,0,0
06/25/2004,17:00,128.46,128.83,127.11,127.22,27735,2.320999,2.612581,-0.291582,56.82,55.25,59.57,128.5680,121.0092,1.3480,6.2108,113,0,0
07/02/2004,17:00,126.96,128.46,125.19,128.06,33334,2.178515,2.525768,-0.347253,59.15,54.55,56.28,128.7590,121.2430,0.6990,6.8170,114,0,0
07/09/2004,17:00,128.46,130.11,128.42,129.63,27961,2.167298,2.454074,-0.286776,63.14,58.04,55.95,129.0150,121.5198,0.6150,8.1102,115,0,0
07/16/2004,17:00,129.43,130.92,128.70,130.92,21371,2.236717,2.410603,-0.173885,66.07,68.42,60.34,129.1450,121.7796,1.7750,9.1404,116,0,0
07/23/2004,17:00,130.86,131.97,130.18,131.80,23646,2.335815,2.395645,-0.059830,67.95,81.11,69.19,129.2180,122.0648,2.5820,9.7352,117,0,0
07/30/2004,17:00,131.84,133.89,131.40,133.89,29885,2.553561,2.427228,0.126333,71.91,92.12,80.55,129.6330,122.4092,4.2570,11.4808,118,0,0
08/06/2004,17:00,133.78,134.86,132.71,134.04,34238,2.707025,2.483188,0.223837,72.18,94.97,89.40,130.0680,122.7436,3.9720,11.2964,119,0,0
08/13/2004,17:00,133.90,136.67,133.64,136.67,26810,3.006211,2.587792,0.418419,76.40,97.25,94.78,130.9050,123.1360,5.7650,13.5340,120,0,0
08/20/2004,17:00,136.69,139.42,135.78,137.95,37818,3.308466,2.731927,0.576539,78.14,93.53,95.25,131.8740,123.6078,6.0760,14.3422,121,0,0
08/27/2004,17:00,138.04,138.45,134.03,134.41,43607,3.225179,2.830577,0.394601,64.08,83.78,91.52,132.4590,124.0210,1.9510,10.3890,122,0,0
09/03/2004,17:00,134.54,136.02,132.95,135.22,38148,3.187787,2.902019,0.285767,65.60,74.98,84.10,133.2590,124.4752,1.9610,10.7448,123,0,0
09/10/2004,17:00,135.30,136.32,133.72,134.04,29749,3.028032,2.927222,0.100810,61.51,65.82,74.86,133.8570,124.8878,0.1830,9.1522,124,0,0
09/17/2004,17:00,134.36,136.82,134.18,136.82,39496,3.090126,2.959803,0.130324,66.77,71.47,70.76,134.5760,125.3112,2.2440,11.5088,125,0,0
09/24/2004,17:00,136.82,140.45,136.71,140.45,38851,3.393133,3.046469,0.346665,72.13,81.75,73.01,135.5290,125.7758,4.9210,14.6742,126,0,0
10/01/2004,17:00,140.32,142.04,140.21,141.69,45224,3.690781,3.175331,0.515450,73.69,93.63,82.28,136.5180,126.2910,5.1720,15.3990,127,0,0
10/08/2004,17:00,141.47,144.88,141.01,144.88,45641,4.136394,3.367544,0.768850,77.23,99.28,91.55,137.6170,126.8832,7.2630,17.9968,128,0,0
10/15/2004,17:00,144.76,146.50,143.06,146.50,44077,4.567613,3.607558,0.960056,78.79,99.32,97.41,138.8630,127.5288,7.6370,18.9712,129,0,0
10/22/2004,17:00,146.37,147.36,144.16,147.36,34969,4.922015,3.870449,1.051565,79.59,100.00,99.53,139.9320,128.1568,7.4280,19.2032,130,0,0
10/29/2004,17:00,147.24,147.86,142.66,143.95,57292,4.871565,4.070672,0.800893,68.56,92.40,97.24,140.5320,128.6862,3.4180,15.2638,131,0,0
11/05/2004,17:00,144.01,144.57,140.62,141.80,56327,4.605013,4.177540,0.427472,62.67,79.57,90.65,141.2710,129.1678,0.5290,12.6322,132,0,0
11/12/2004,17:00,141.79,141.79,139.15,139.51,36195,4.161019,4.174236,-0.013217,57.04,60.62,77.53,141.7000,129.6276,2.1900,9.8824,133,0,0
11/19/2004,17:00,139.30,140.63,137.94,140.63,31273,3.855086,4.110406,-0.255320,58.98,51.88,64.02,142.3590,130.1034,1.7290,10.5266,134,0,0
11/26/2004,17:00,140.54,141.29,139.96,140.63,18876,3.571462,4.002617,-0.431155,58.98,49.01,53.83,142.7400,130.5330,2.1100,10.0970,135,0,0
12/03/2004,17:00,141.14,141.77,134.27,134.28,43521,2.801997,3.762493,-0.960496,45.48,37.31,46.07,142.1230,130.8360,7.8430,3.4440,136,0,0
12/10/2004,17:00,134.24,135.05,132.19,132.45,43848,2.021225,3.414240,-1.393015,42.46,20.38,35.57,141.1990,131.1056,8.7490,1.3444,137,0,0
12/17/2004,17:00,132.64,138.02,131.99,138.02,26717,1.830806,3.097553,-1.266747,52.74,16.40,24.70,140.5130,131.4920,2.4930,6.5280,138,0,0
12/24/2004,17:00,137.94,137.94,135.36,135.78,20875,1.482063,2.774455,-1.292392,48.95,21.26,19.35,139.4410,131.7992,3.6610,3.9808,139,0,0
12/31/2004,17:00,135.47,135.47,132.60,135.05,22929,1.133709,2.446306,-1.312597,47.75,27.05,21.57,138.2100,132.0766,3.1600,2.9734,140,0,0
01/07/2005,17:00,134.70,137.17,133.45,137.03,30543,1.005811,2.158207,-1.152396,51.25,24.97,24.43,137.5180,132.3696,0.4880,4.6604,141,0,0
01/14/2005,17:00,137.20,139.98,136.55,139.98,30751,1.129471,1.952460,-0.822989,55.98,33.80,28.61,137.3360,132.7594,2.6440,7.2206,142,0,0
01/21/2005,17:00,140.20,141.02,138.26,139.73,35431,1.193541,1.800676,-0.607135,55.49,43.63,34.13,137.3580,133.1556,2.3720,6.5744,143,0,0
01/28/2005,17:00,140.08,140.94,138.38,138.38,35355,1.122445,1.665030,-0.542585,52.79,46.46,41.29,137.1330,133.4832,1.2470,4.8968,144,0,0
02/04/2005,17:00,137.88,139.44,137.21,137.68,38533,0.998111,1.531646,-0.533535,51.40,44.72,44.94,136.8380,133.7760,0.8420,3.9040,145,0,0
02/11/2005,17:00,137.52,138.46,135.98,138.36,31369,0.943568,1.414030,-0.470462,52.71,48.24,46.47,137.2460,134.0444,1.1140,4.3156,146,0,0
02/18/2005,17:00,138.25,139.84,138.02,139.55,22830,0.985012,1.328227,-0.343215,54.99,61.01,51.32,137.9560,134.3146,1.5940,5.2354,147,0,0
02/25/2005,17:00,140.44,142.76,140.37,142.42,30958,1.235202,1.309622,-0.074420,60.00,80.26,63.17,138.3960,134.6636,4.0240,7.7564,148,0,0
03/04/2005,17:00,142.73,144.73,142.19,144.71,31991,1.599822,1.367662,0.232160,63.49,92.25,77.84,139.2890,135.0206,5.4210,9.6894,149,0,0
03/11/2005,17:00,144.49,145.87,143.43,145.36,34240,1.919113,1.477952,0.441161,64.44,97.67,90.06,140.3200,135.4328,5.0400,9.9272,150,0,0
03/18/2005,17:00,145.38,148.43,144.90,147.65,27527,2.330078,1.648377,0.681701,67.63,96.96,95.63,141.3820,135.9176,6.2680,11.7324,151,0,0
03/25/2005,17:00,147.61,147.97,143.77,145.05,37203,2.418098,1.802321,0.615776,60.94,89.88,94.84,141.8890,136.2954,3.1610,8.7546,152,0,0
04/01/2005,17:00,144.65,147.48,143.66,147.48,37896,2.653349,1.972527,0.680822,64.48,89.38,92.07,142.6640,136.7098,4.8160,10.7702,153,0,0
04/08/2005,17:00,147.36,148.49,143.52,143.53,36966,2.492325,2.076486,0.415838,55.66,80.11,86.45,143.1790,137.0574,0.3510,6.4726,154,0,0
04/15/2005,17:00,143.47,144.26,140.27,140.70,35567,2.112009,2.083591,0.028418,50.34,68.42,79.30,143.4810,137.3300,2.7810,3.3700,155,0,0
04/22/2005,17:00,140.64,144.15,139.87,144.15,33888,2.065186,2.079910,-0.014724,55.87,57.34,68.62,144.0600,137.6206,0.0900,6.5294,156,0,0
04/29/2005,17:00,143.91,144.76,138.48,138.48,45066,1.552659,1.974460,-0.421801,46.67,41.01,55.59,143.9530,137.7688,5.4730,0.7112,157,0,0
05/06/2005,17:00,138.04,140.34,137.79,139.72,37638,1.232329,1.826034,-0.593704,48.66,38.40,45.58,143.6830,137.9684,3.9630,1.7516,158,0,0
05/13/2005,17:00,140.04,141.31,137.05,137.43,41880,0.784637,1.617754,-0.833117,45.30,20.49,33.30,142.9550,138.1232,5.5250,0.6932,159,0,0
05/20/2005,17:00,137.43,138.11,135.64,135.87,39432,0.300495,1.354302,-1.053807,43.11,14.31,24.40,142.0060,138.2746,6.1360,2.4046,160,0,0
05/27/2005,17:00,134.66,137.96,134.56,137.88,51043,0.078099,1.099062,-1.020963,46.68,12.73,15.84,141.0290,138.4670,3.1490,0.5870,161,0,0
06/03/2005,17:00,138.39,141.15,137.64,140.37,40068,0.101599,0.899569,-0.797970,50.80,22.99,16.68,140.5610,138.7032,0.1910,1.6668,162,0,0
06/10/2005,17:00,141.61,141.96,138.63,140.75,46638,0.149167,0.749489,-0.600322,51.42,36.66,24.13,139.8880,138.9738,0.8620,1.7762,163,0,0
06/17/2005,17:00,139.84,143.84,139.46,143.71,44850,0.420860,0.683763,-0.262903,56.04,50.61,36.75,139.9060,139.2868,3.8040,4.4232,164,0,0
06/24/2005,17:00,144.92,146.27,144.41,145.98,39448,0.810012,0.709013,0.100999,59.25,64.03,50.43,140.4340,139.6138,5.5460,6.3662,165,0,0
07/01/2005,17:00,146.17,146.91,142.72,143.01,64786,0.868749,0.740960,0.127789,53.73,69.44,61.36,140.3200,139.8556,2.6900,3.1544,166,0,0
